Datetime,Open,High,Low,Close,Volume,RSI,VWAP,Supertrend Values,Supertrend Signal,ATR_VALUE
2024-03-06 12:50:00,48202.9,48219.95,48179.1,48188.55,50295,53.984294848231805,48104.908146590205,48060.45846615355,1,63.63309413016646
2024-03-06 12:55:00,48199.0,48223.7,48184.8,48204.85,32550,55.990215798945734,48106.24803333499,48060.45846615355,1,61.795973353728954
2024-03-06 13:00:00,48206.1,48233.15,48175.0,48175.0,48735,51.557771519482884,48107.98918527797,48060.45846615355,1,61.5259277651022
2024-03-06 13:05:00,48178.8,48225.0,48174.55,48224.15,18255,57.52085368810737,48108.72308755538,48060.45846615355,1,60.707727810473905
2024-03-06 13:10:00,48215.05,48276.0,48205.55,48273.95,73665,62.55096724058325,48112.84301566924,48074.91201899044,1,61.42565394095658
2024-03-06 13:15:00,48272.55,48275.0,48208.7,48227.0,75090,55.83788585082795,48116.37972949116,48074.91201899044,1,61.78404241890346
2024-03-06 13:20:00,48225.6,48236.4,48200.0,48220.35,117150,54.938521675953986,48120.74609616241,48074.91201899044,1,59.92157469174581
2024-03-06 13:25:00,48220.35,48235.5,48193.15,48213.1,30825,53.918877819288255,48121.778477928754,48074.91201899044,1,58.63482039351549
2024-03-06 13:30:00,48211.4,48232.25,48185.4,48222.95,10815,55.13714174595691,48122.133805544065,48074.91201899044,1,57.773377356392324
2024-03-06 13:35:00,48226.35,48245.6,48215.45,48237.45,14985,56.94178281767298,48122.72462095309,48091.85889880956,1,55.757537198446336
2024-03-06 13:40:00,48237.55,48278.2,48215.95,48244.15,55065,57.78675825864944,48125.097734096234,48098.79204877244,1,56.2305983884536
2024-03-06 13:45:00,48241.15,48278.55,48236.5,48248.5,26550,58.358128243649574,48126.286968451,48113.66866489598,1,55.1988356701653
2024-03-06 13:50:00,48254.95,48292.45,48251.7,48271.3,53520,61.31379280571044,48128.933650799314,48130.61994314709,1,54.3814716105507
2024-03-06 13:55:00,48281.8,48297.65,48255.95,48258.55,32160,58.800373159040696,48130.466339691324,48138.61596675603,1,53.46114446310699
2024-03-06 14:00:00,48266.0,48289.45,48255.55,48277.95,24390,61.39361035180439,48131.63608264694,48141.61279524537,1,52.043163874298834
2024-03-06 14:05:00,48279.0,48305.3,48265.05,48282.6,53415,62.01083689163722,48134.30754274764,48156.31524105107,1,51.18918764766559
2024-03-06 14:10:00,48283.2,48310.1,48275.25,48284.5,45285,62.27622768248459,48136.58258319252,48168.67720215452,1,50.007184412292816
2024-03-06 14:15:00,48283.85,48305.0,48238.4,48280.4,35130,61.281350683391565,48138.13005179983,48168.67720215452,1,51.20644052860841
2024-03-06 14:20:00,48279.65,48283.45,48244.7,48256.75,24540,55.748925314073155,48139.089838271175,48168.67720215452,1,50.306905459075296
2024-03-06 14:25:00,48256.8,48266.9,48240.15,48260.8,24990,56.473608952746474,48140.00739071148,48168.67720215452,1,48.6070922154789
2024-03-06 14:30:00,48260.9,48293.5,48251.4,48275.75,49710,59.134069820090865,48142.0610629537,48168.67720215452,1,48.13789722224922
2024-03-06 14:35:00,48280.75,48324.0,48263.8,48308.9,62835,64.33910299975408,48145.051687332525,48168.67720215452,1,49.00704913151844
2024-03-06 14:40:00,48304.25,48316.85,48275.0,48275.25,47820,56.47570919367787,48147.11120745354,48168.67720215452,1,48.49166139782289
2024-03-06 14:45:00,48275.0,48280.0,48230.0,48240.0,56280,49.63249867999329,48148.81462519746,48168.67720215452,1,48.60021543118106
2024-03-06 14:50:00,48236.05,48261.35,48217.0,48235.0,35670,48.73052296346188,48149.73848499007,48168.67720215452,1,48.294495817693694
2024-03-06 14:55:00,48228.35,48250.0,48195.0,48212.2,38445,44.737937761964005,48150.50581422799,48168.67720215452,1,48.77658336952648
2024-03-06 15:00:00,48208.6,48227.95,48174.3,48203.1,53910,43.21602700218841,48151.28949606157,48168.67720215452,1,49.12679116018487
2024-03-06 15:05:00,48207.4,48209.85,48115.85,48126.0,83700,32.97945815673992,48151.27274200628,48335.78372748758,-1,52.35002414991166
2024-03-06 15:10:00,48123.0,48124.1,48033.8,48092.7,123960,29.706532952721314,48149.02460051003,48272.61698471939,-1,55.21129140655558
2024-03-06 15:15:00,48092.6,48167.45,48090.0,48090.0,74865,29.451320681152385,48148.37206740789,48272.61698471939,-1,56.80745801906388
2024-03-06 15:20:00,48089.1,48115.0,48076.8,48084.0,85815,28.85800201222729,48147.1288449864,48272.61698471939,-1,55.47238319588611
2024-03-06 15:25:00,48090.55,48116.05,48074.55,48116.05,106245,36.24638685738909,48145.936517553724,48267.434294725026,-1,54.47019400617499
2024-03-06 15:30:00,48115.0,48115.0,48115.0,48115.0,180,36.11406069335676,48145.93512616874,48253.3374339577,-1,50.639695060272594
2024-03-07 09:15:00,48200.0,48202.35,48117.5,48173.2,97380,47.545093861043206,48164.35,48253.3374339577,-1,53.27128254009217
2024-03-07 09:20:00,48169.75,48169.75,48104.35,48153.65,57060,44.65470743434065,48156.308003108,48253.3374339577,-1,54.38776025647537
2024-03-07 09:25:00,48150.0,48155.25,48053.05,48077.6,60045,35.59063983690037,48139.22883418421,48253.3374339577,-1,57.81349690124107
2024-03-07 09:30:00,48065.0,48122.05,48036.0,48090.8,48585,37.945100088758664,48128.834995438476,48253.3374339577,-1,59.83618880133804
2024-03-07 09:35:00,48092.7,48114.95,48040.0,48046.35,45675,33.503720136853474,48119.70206723995,48253.3374339577,-1,60.91862831272457
2024-03-07 09:40:00,48046.35,48089.3,48025.0,48077.55,40275,38.90887178212455,48113.26858346227,48253.3374339577,-1,61.16075338421608
2024-03-07 09:45:00,48083.0,48099.9,48045.0,48057.35,25215,36.82198363237978,48110.17919823106,48253.3374339577,-1,60.71252786277137
2024-03-07 09:50:00,48046.3,48078.85,48001.05,48010.25,36000,32.45141100988042,48103.14749411922,48246.96833859724,-1,61.935668627014365
2024-03-07 09:55:00,48010.0,48037.5,47981.0,48021.8,55170,34.50441111750349,48092.512605687516,48208.76467082349,-1,61.54663661554083
2024-03-07 10:00:00,48014.45,48074.45,48000.0,48070.75,25635,42.48297135009697,48090.20968403796,48208.76467082349,-1,62.4700024046891
2024-03-07 10:05:00,48065.05,48100.0,48054.1,48075.4,23655,43.19094159921612,48089.57959714005,48208.76467082349,-1,61.28440753575628
2024-03-07 10:10:00,48075.0,48123.55,48062.95,48104.35,41190,47.521835097845944,48090.12572969229,48208.76467082349,-1,61.23544369279333
2024-03-07 10:15:00,48096.75,48150.0,48086.7,48149.0,27990,53.420000787733784,48091.96852451295,48208.76467082349,-1,61.38312931363584
2024-03-07 10:20:00,48150.0,48150.0,48100.9,48131.35,16215,50.98077130725871,48092.9263668783,48208.76467082349,-1,60.504562500956894
2024-03-07 10:25:00,48130.8,48140.0,48110.0,48129.1,12180,50.66318356028133,48093.5916009277,48208.76467082349,-1,58.32289717601912
2024-03-07 10:30:00,48133.2,48149.0,48094.95,48104.65,11235,47.22070804483499,48093.99898396966,48208.76467082349,-1,58.01733023680117
2024-03-07 10:35:00,48101.2,48125.45,48079.5,48119.4,10785,49.452117116961055,48094.239030648445,48208.76467082349,-1,57.15443408644778
2024-03-07 10:40:00,48125.7,48128.4,47961.55,47961.55,87900,33.25068311516463,48084.85831256318,48208.76467082349,-1,64.99779923992128
2024-03-07 10:45:00,47968.3,47971.0,47905.0,47925.2,128760,30.75213162359164,48061.99110259122,48158.58336246101,-1,65.06945259754316
2024-03-07 10:50:00,47925.15,47957.35,47917.9,47944.75,49005,33.64027876229601,48055.34835491775,48137.761689956096,-1,63.237887427742066
2024-03-07 10:55:00,47946.8,47970.85,47927.95,47941.9,21345,33.42144170435966,48052.83578557473,48135.24935195776,-1,61.78399868175501
2024-03-07 11:00:00,47938.0,48090.4,47924.0,48057.45,49185,48.14893241254807,48051.37182954914,48135.24935195776,-1,69.26221806437913
2024-03-07 11:05:00,48057.4,48073.15,48030.1,48033.0,24570,45.83837288943842,48051.224784057165,48135.24935195776,-1,67.38860281619255
2024-03-07 11:10:00,48034.2,48052.5,48022.0,48040.35,15060,46.66692585340367,48051.03183746405,48135.24935195776,-1,64.75198564220577
2024-03-07 11:15:00,48036.1,48066.9,48022.0,48058.55,9525,48.757324436777964,48051.01425821859,48135.24935195776,-1,63.33312870137898
2024-03-07 11:20:00,48054.05,48072.35,48036.0,48048.95,8535,47.695400253474745,48051.026038125805,48135.24935195776,-1,61.40467954830074
2024-03-07 11:25:00,48050.8,48069.0,48027.35,48036.65,8985,46.30387981534541,48050.96805868911,48135.24935195776,-1,59.992894919428934
2024-03-07 11:30:00,48039.4,48084.0,48022.1,48060.3,13020,49.3629683622307,48051.02383186692,48135.24935195776,-1,60.129182694271584
2024-03-07 11:35:00,48058.0,48070.95,48045.0,48066.35,9300,50.14542995492475,48051.10935340922,48135.24935195776,-1,57.6867144524843
2024-03-07 11:40:00,48065.0,48066.9,48000.0,48034.25,16830,46.07711635074443,48050.83738815955,48135.24935195776,-1,58.345081114862666
2024-03-07 11:45:00,48032.0,48046.0,48002.0,48008.75,12315,43.08660683441599,48050.47628705936,48135.24935195776,-1,57.32003511956643
2024-03-07 11:50:00,48008.85,48060.0,48003.6,48055.15,7365,49.508205850746755,48050.4030869351,48135.24935195776,-1,57.254294662213894
2024-03-07 11:55:00,48054.05,48060.9,48036.2,48040.15,7380,47.636960602046884,48050.37196430028,48135.24935195776,-1,54.92821043780298
2024-03-07 12:00:00,48037.45,48045.75,48017.95,48021.2,9045,45.30713832523095,48050.192498078504,48135.24935195776,-1,52.98987953521709
2024-03-07 12:05:00,48026.1,48041.05,48002.8,48014.0,12975,44.41824808028477,48049.83613591733,48135.24935195776,-1,51.936727484959206
2024-03-07 12:10:00,48013.0,48020.45,47979.3,48002.1,18315,42.91947775758103,48049.0479478974,48125.33608824527,-1,51.16604070787152
2024-03-07 12:15:00,47990.25,47998.6,47970.0,47994.8,13455,41.98361097902024,48048.335780920526,48103.92887059614,-1,49.80384215948958
2024-03-07 12:20:00,47988.8,48015.25,47960.1,47965.0,19440,38.31110610850936,48047.20865226075,48103.92887059614,-1,50.185798710924985
2024-03-07 12:25:00,47965.2,47992.85,47934.05,47961.05,24915,37.838626070205216,48045.45521695526,48101.764477181685,-1,50.801230666969
2024-03-07 12:30:00,47969.45,47986.75,47956.45,47981.7,8835,41.874461138276686,48044.94068286033,48100.43158174529,-1,49.33656564107195
2024-03-07 12:35:00,47981.7,48035.0,47975.0,48014.1,13410,47.62068160925397,48044.536250980585,48100.43158174529,-1,50.09838026660333
2024-03-07 12:40:00,48011.0,48022.25,47984.75,47992.4,17700,44.451132194242504,48043.89842806051,48100.43158174529,-1,49.19834155973537
2024-03-07 12:45:00,47992.8,47995.25,47964.95,47979.75,16740,42.668251662390944,48043.048055555555,48100.43158174529,-1,47.84824495353165
2024-03-07 12:50:00,47982.45,47996.1,47965.95,47972.75,32520,41.6722085620322,48041.41587292364,48099.26041588283,-1,46.583897579261446
2024-03-07 12:55:00,47977.0,47987.5,47960.0,47960.0,25545,39.84758966595711,48040.01371912191,48084.838332706255,-1,45.220574781475825
2024-03-07 13:00:00,47960.0,48014.8,47950.1,48014.8,46515,49.984106362130504,48038.41699063679,48084.838332706255,-1,46.612139780104485
2024-03-07 13:05:00,48014.95,48029.05,47994.65,48015.45,16785,50.091536809489476,48038.10835353898,48084.838332706255,-1,45.73974076166857
2024-03-07 13:10:00,48010.0,48036.65,48001.85,48022.25,16950,51.270742018945995,48037.891600340845,48084.838332706255,-1,44.95824476422551
2024-03-07 13:15:00,48021.0,48055.0,48002.0,48015.45,15975,49.99853680689948,48037.73618538892,48084.838332706255,-1,45.53271451578677
2024-03-07 13:20:00,48009.7,48030.85,47992.0,48002.85,16065,47.63967409518285,48037.40815579379,48084.838332706255,-1,45.055332497771474
2024-03-07 13:25:00,47998.6,48010.7,47977.85,48009.2,10215,48.94691381232377,48037.13723996886,48084.838332706255,-1,44.1834462639674
2024-03-07 13:30:00,48009.2,48058.85,48004.05,48037.2,12525,54.358023368403,48037.1046990791,48084.838332706255,-1,44.941833537188096
2024-03-07 13:35:00,48037.55,48074.2,48025.3,48032.45,10590,53.325454204553424,48037.15452839998,48084.838332706255,-1,45.22458117951779
2024-03-07 13:40:00,48030.1,48034.85,48001.0,48032.95,8895,53.42574532587505,48037.06852129482,48084.838332706255,-1,44.412053813837666
2024-03-07 13:45:00,48038.9,48057.25,48028.55,48031.15,10995,52.9843606320159,48037.08272949672,48084.838332706255,-1,43.28969078325742
2024-03-07 13:50:00,48040.0,48059.85,48029.65,48058.0,15105,58.49300169147023,48037.20466837689,48084.838332706255,-1,42.35465603276387
2024-03-07 13:55:00,48057.35,48085.0,48053.85,48076.85,17595,61.87064178828791,48037.607754832534,48084.838332706255,-1,41.554278282056046
2024-03-07 14:00:00,48081.5,48090.0,48015.0,48062.05,24390,57.887619136209665,48037.894240885325,48084.838332706255,-1,43.94338362439484
2024-03-07 14:05:00,48068.5,48078.95,48036.15,48048.3,12525,54.38469661454929,48038.02803679281,48084.838332706255,-1,43.861709390505844
2024-03-07 14:10:00,48038.65,48052.95,48021.9,48026.0,6195,49.18623033432346,48038.01049140175,48084.838332706255,-1,42.94654593252787
2024-03-07 14:15:00,48025.15,48050.0,48017.7,48048.3,8160,53.92879019456013,48038.01391110941,48084.838332706255,-1,42.18604645186437
2024-03-07 14:20:00,48048.95,48067.05,48005.35,48067.05,12615,57.51890397010724,48038.081602739556,48084.838332706255,-1,43.579954593325986
2024-03-07 14:25:00,48065.05,48137.6,48058.0,48136.85,46905,67.63109805285264,48040.18073006556,47944.703400856546,1,46.152908078648416
2024-03-07 14:30:00,48137.15,48182.4,48109.45,48126.65,76035,65.18905237173614,48044.619536090046,47979.677720685235,1,48.067050386692245
2024-03-07 14:35:00,48126.4,48146.6,48097.9,48134.95,21210,66.25677044815826,48045.62755992708,47979.677720685235,1,48.11226248394097
2024-03-07 14:40:00,48131.1,48141.65,48071.1,48079.5,22320,54.27889283071616,48046.29005017681,47979.677720685235,1,49.715004453429415
2024-03-07 14:45:00,48087.15,48105.0,48072.5,48080.65,16680,54.46275708884744,48046.666543051135,47979.677720685235,1,48.48532819816562
2024-03-07 14:50:00,48080.65,48096.6,48020.15,48056.6,22650,49.93973477382762,48046.80767125706,47979.677720685235,1,50.48285465340241
2024-03-07 14:55:00,48054.1,48073.25,48039.95,48067.0,9150,51.80373281926372,48046.87532258784,47979.677720685235,1,49.25547942274148
2024-03-07 15:00:00,48067.0,48113.5,47952.9,48035.3,60300,46.161594667767424,48046.4532208771,47979.677720685235,1,57.20883076938442
2024-03-07 15:05:00,48040.0,48040.0,48006.6,48011.05,24720,42.360723138559344,48046.09477075381,47979.677720685235,1,55.508165986359025
2024-03-07 15:10:00,48020.0,48020.0,47975.0,47996.45,23430,40.21386194335081,48045.49176302478,47979.677720685235,1,54.75756876175632
2024-03-07 15:15:00,47997.4,48002.5,47941.3,47953.95,42675,34.70071265724076,48043.74530853436,48156.80109664701,-1,55.2177503575292
2024-03-07 15:20:00,47947.7,47979.95,47913.6,47954.85,76215,34.904236342943875,48040.18930096751,48134.5058773176,-1,56.012923779666785
2024-03-07 15:25:00,47950.6,47951.6,47880.3,47900.4,174030,29.01263052145154,48029.92656514845,48110.86470185408,-1,57.33702034125242
2024-03-07 15:30:00,47900.0,47900.0,47900.0,47900.0,210,28.97393952792281,48029.91413419351,48056.17176148327,-1,53.27003416225545
2024-03-11 09:15:00,47898.0,47978.4,47813.05,47897.35,87765,28.700860555925047,47896.26666666667,48056.17176148327,-1,61.2758486518279
2024-03-11 09:20:00,47890.35,47912.05,47854.1,47859.7,31155,25.0836394986412,47890.76939328961,48056.17176148327,-1,61.038285205556214
2024-03-11 09:25:00,47851.5,47881.55,47851.05,47865.0,26655,26.488175595997994,47886.2096668384,48055.87034187944,-1,58.856955004838916
2024-03-11 09:30:00,47867.2,47906.1,47840.85,47850.9,31170,25.137927332729554,47882.63675775835,48055.87034187944,-1,59.313605763605125
2024-03-11 09:35:00,47850.0,47858.8,47820.55,47835.0,22410,23.672486929952182,47877.62711581431,48015.27001880284,-1,57.80904815315603
2024-03-11 09:40:00,47840.85,47861.8,47819.25,47861.8,49350,30.976446517594,47871.66741413654,48006.531015042274,-1,56.71910649486813
2024-03-11 09:45:00,47865.0,47884.35,47830.0,47830.1,25725,27.610821486431234,47869.46128979324,48006.531015042274,-1,56.54988321152793
2024-03-11 09:50:00,47834.65,47850.0,47787.35,47841.75,57435,30.59533890218539,47861.998519590554,47988.59684962706,-1,56.98560916471341
2024-03-11 09:55:00,47840.35,47840.35,47803.8,47803.8,19110,26.72935931420763,47859.491641365545,47980.78247970164,-1,55.62591315990072
2024-03-11 10:00:00,47800.0,47820.0,47765.65,47788.85,48420,25.369392080848655,47851.24465612044,47952.40098376131,-1,55.53477590588351
2024-03-11 10:05:00,47786.85,47808.85,47783.7,47806.6,14190,29.92794102977839,47849.47588809463,47939.02578700904,-1,53.36442150765972
2024-03-11 10:10:00,47792.8,47800.25,47756.0,47756.3,22500,25.225679062881184,47845.417288963836,47922.68562960724,-1,53.16696170813538
2024-03-11 10:15:00,47756.0,47814.0,47750.0,47812.7,30315,37.1499402021135,47841.95896289146,47922.68562960724,-1,53.94075423451435
2024-03-11 10:20:00,47804.3,47850.0,47795.0,47826.95,23085,39.763654191494034,47841.11085308154,47922.68562960724,-1,54.01641501650207
2024-03-11 10:25:00,47827.35,47850.0,47820.0,47823.35,29445,39.3187926518844,47840.54354673915,47922.68562960724,-1,52.300949007678724
2024-03-11 10:30:00,47829.3,47859.8,47825.45,47843.5,20100,43.152402570739625,47840.63207133976,47922.68562960724,-1,51.1687335880246
2024-03-11 10:35:00,47842.3,47869.0,47828.05,47832.15,20505,41.55971086370111,47840.721322642064,47922.68562960724,-1,50.43882118682659
2024-03-11 10:40:00,47832.15,47839.35,47795.0,47795.0,19980,36.77527919324,47839.654302063645,47922.68562960724,-1,50.00390380580826
2024-03-11 10:45:00,47795.0,47807.5,47761.0,47765.0,36945,33.42853650847848,47835.94811362088,47918.92937095021,-1,49.753624117200104
2024-03-11 10:50:00,47765.85,47807.2,47758.85,47807.2,17475,41.49421709357536,47834.710984480895,47918.92937095021,-1,49.65336493724172
2024-03-11 10:55:00,47807.55,47824.95,47789.25,47823.4,12630,44.284915810909304,47834.27763222018,47918.92937095021,-1,48.65669311055648
2024-03-11 11:00:00,47823.3,47823.3,47800.05,47805.85,7155,41.95039881006591,47834.008911356956,47918.92937095021,-1,46.84906728578285
2024-03-11 11:05:00,47809.65,47833.95,47793.25,47810.0,5910,42.71936055457897,47833.81524612165,47918.92937095021,-1,46.40984709101242
2024-03-11 11:10:00,47804.15,47816.05,47778.55,47790.0,6825,39.97133522049048,47833.416263667816,47915.28367227296,-1,45.773427957689464
2024-03-11 11:15:00,47784.05,47804.55,47773.65,47800.0,13365,41.98098789912346,47832.61621751861,47902.02693781837,-1,44.71103794615132
2024-03-11 11:20:00,47804.25,47804.4,47718.0,47725.0,52545,33.04546232896481,47826.624933928826,47902.02693781837,-1,47.688826936938554
2024-03-11 11:25:00,47722.95,47722.95,47616.6,47678.75,141165,28.952905178647708,47801.75529439044,47848.560240203755,-1,52.02534739453482
2024-03-11 11:30:00,47678.95,47719.45,47654.65,47715.85,32505,35.81937789582336,47797.98369405024,47848.560240203755,-1,52.937824162482585
2024-03-11 11:35:00,47714.95,47725.45,47696.25,47704.5,27015,34.71402986248888,47795.399035750655,47848.560240203755,-1,51.2422625643124
2024-03-11 11:40:00,47706.95,47713.75,47673.8,47679.55,14055,32.35070144278011,47793.82023962277,47848.18224298432,-1,50.43567117548414
2024-03-11 11:45:00,47678.65,47705.2,47666.6,47674.0,12255,31.831561900005557,47792.39068247216,47832.58579438745,-1,49.590264918101965
2024-03-11 11:50:00,47679.35,47692.95,47555.3,47570.0,78645,24.044939201495897,47778.27228694215,47824.06363550996,-1,55.88025410224313
2024-03-11 11:55:00,47568.6,47619.15,47540.0,47605.0,78555,30.230462080069145,47764.88689893941,47787.015908407964,-1,57.54238079844388
2024-03-11 12:00:00,47609.4,47610.0,47580.1,47587.65,21810,28.9709605073761,47761.58515951044,47778.94272672638,-1,55.5679228329
2024-03-11 12:05:00,47590.0,47604.05,47562.45,47565.25,20130,27.38462878391447,47758.38161400328,47755.324181381104,-1,54.57021302955836
2024-03-11 12:10:00,47564.3,47573.7,47488.0,47514.0,133770,24.129223948526988,47734.24341289559,47719.92934510488,-1,56.79377137238562
2024-03-11 12:15:00,47517.4,47540.0,47501.05,47521.5,35745,25.524511071321452,47728.49882683205,47695.1584760839,-1,55.51921514029136
2024-03-11 12:20:00,47521.2,47534.15,47460.05,47480.2,54600,23.01456024864863,47719.13698111638,47681.266780867125,-1,56.846415155398894
2024-03-11 12:25:00,47480.35,47516.35,47460.05,47515.9,50640,29.47079913862986,47711.30261835729,47669.31342469369,-1,56.80738547149784
2024-03-11 12:30:00,47514.6,47547.1,47498.75,47547.1,26085,34.63041958749001,47708.07905615636,47669.31342469369,-1,56.203286078885924
2024-03-11 12:35:00,47542.55,47578.95,47530.2,47569.2,37275,38.08554043283724,47704.376775660494,47669.31342469369,-1,55.67090814964577
2024-03-11 12:40:00,47569.2,47575.0,47550.0,47566.25,22080,37.798346820908066,47702.33196207429,47669.31342469369,-1,53.480127650378805
2024-03-11 12:45:00,47568.0,47569.9,47525.0,47535.0,19170,34.80428947505449,47700.34931779679,47669.31342469369,-1,52.86726104006497
2024-03-11 12:50:00,47535.0,47556.0,47525.3,47545.95,9930,36.69647613224567,47699.335957566414,47669.31342469369,-1,51.283884412857574
2024-03-11 12:55:00,47555.0,47567.15,47509.2,47515.9,20055,33.79750042763959,47697.17923165247,47669.31342469369,-1,51.76003576040373
2024-03-11 13:00:00,47513.6,47532.7,47500.0,47500.0,17835,32.34164050647788,47695.08379076434,47650.683755522325,-1,50.39860401291405
2024-03-11 13:05:00,47500.0,47524.95,47475.95,47505.75,35370,33.457954980238554,47690.87507981899,47637.317004417855,-1,50.29870368391307
2024-03-11 13:10:00,47503.45,47509.85,47441.0,47494.55,62190,32.338716251535004,47683.14957086709,47626.22860353429,-1,51.62379679970756
