Datetime,Open,High,Low,Close,Volume,RSI,VWAP,Supertrend Values,Supertrend Signal,ATR_VALUE
2024-03-27 09:15:00,47145.0,47186.95,47120.0,47175.0,80505,,47160.65,0.0,1,
2024-03-27 09:30:00,47166.9,47272.0,47166.9,47251.1,110340,,47200.74577929734,,1,
2024-03-27 09:45:00,47251.3,47288.0,47225.2,47269.85,70755,,47217.047257262995,,1,
2024-03-27 10:00:00,47272.65,47355.0,47263.6,47320.95,116835,,47246.72754171786,,1,
2024-03-27 10:15:00,47327.05,47370.0,47304.8,47304.8,74775,,47259.89467851548,,1,
2024-03-27 10:30:00,47304.05,47362.95,47270.0,47309.5,100485,,47269.740976530404,,1,
2024-03-27 10:45:00,47309.2,47312.0,47215.05,47242.4,88350,,47267.91662967549,,1,
2024-03-27 11:00:00,47245.0,47270.9,47175.0,47212.8,74160,,47262.91019540495,,1,
2024-03-27 11:15:00,47212.0,47249.0,47208.4,47217.3,48240,,47260.51157702647,,1,
2024-03-27 11:30:00,47217.15,47246.3,47198.65,47237.1,68160,,47257.79685264922,,1,
2024-03-27 11:45:00,47237.15,47250.0,47218.0,47218.95,18330,,47257.17618031929,47098.18549860078,1,
2024-03-27 12:00:00,47210.65,47222.6,47184.75,47209.0,32820,,47255.25522571301,47098.18549860078,1,
2024-03-27 12:15:00,47209.0,47228.6,47187.15,47187.15,22965,,47253.880229287985,47098.18549860078,1,
2024-03-27 12:30:00,47195.7,47210.0,47170.0,47185.0,29805,,47251.79419289394,47098.18549860078,1,
2024-03-27 12:45:00,47189.7,47230.0,47180.1,47228.0,36825,53.67708801557409,47250.31513227513,47098.18549860078,1,58.811926764443385
2024-03-27 13:00:00,47227.95,47230.5,47183.1,47211.5,42000,49.76481650970486,47248.57993204314,47098.18549860078,1,57.597070160453534
2024-03-27 13:15:00,47204.95,47210.0,47180.0,47189.7,28950,45.0888983979147,47247.0456181174,47098.18549860078,1,54.91292277569027
